s_codigo_cf,fecha,hora,reg_val
em-ciep-01,191120,101809,14
em-ciep-01,191120,101817,13
em-ciep-01,191120,101825,14
em-ciep-01,191120,101833,13
em-ciep-01,191120,101841,12
em-ciep-01,191120,101849,12
em-ciep-01,191120,101857,12
em-ciep-01,191120,101905,12
em-ciep-01,191120,101913,11
em-ciep-01,191120,101921,12
em-ciep-01,191120,101929,12
em-ciep-01,191120,101937,13
em-ciep-01,191120,101945,13
em-ciep-01,191120,101953,13
em-ciep-01,191120,102001,15
em-ciep-01,191120,102009,14
em-ciep-01,191120,102017,14
em-ciep-01,191120,102025,14
em-ciep-01,191120,102033,13
em-ciep-01,191120,102041,13
em-ciep-01,191120,102049,13
em-ciep-01,191120,102057,13
em-ciep-01,191120,102105,12
em-ciep-01,191120,102113,13
em-ciep-01,191120,102121,14
em-ciep-01,191120,102129,12
em-ciep-01,191120,102137,13
em-ciep-01,191120,102145,12
em-ciep-01,191120,102153,12
em-ciep-01,191120,102201,13
em-ciep-01,191120,102209,11
em-ciep-01,191120,102217,12
em-ciep-01,191120,102225,14
em-ciep-01,191120,102233,14
em-ciep-01,191120,102241,15
em-ciep-01,191120,102249,14
em-ciep-01,191120,102257,11
em-ciep-01,191120,102305,13
em-ciep-01,191120,102312,15
em-ciep-01,191120,102320,12
em-ciep-01,191120,102328,14
em-ciep-01,191120,102336,13
em-ciep-01,191120,102344,13
em-ciep-01,191120,102352,13
em-ciep-01,191120,102400,12
em-ciep-01,191120,102408,11
em-ciep-01,191120,102416,11
em-ciep-01,191120,102424,11
em-ciep-01,191120,102432,10
em-ciep-01,191120,102440,11
em-ciep-01,191120,102448,13
em-ciep-01,191120,102456,14
em-ciep-01,191120,102504,14
em-ciep-01,191120,102512,16
em-ciep-01,191120,102520,14
em-ciep-01,191120,102528,15
em-ciep-01,191120,102536,14
em-ciep-01,191120,102544,14
em-ciep-01,191120,102553,11
em-ciep-01,191120,102601,15
em-ciep-01,191120,102609,13
em-ciep-01,191120,102617,12
em-ciep-01,191120,102625,11
em-ciep-01,191120,102633,11
em-ciep-01,191120,102641,11
em-ciep-01,191120,102649,11
em-ciep-01,191120,102657,11
em-ciep-01,191120,102705,11
em-ciep-01,191120,102713,12
em-ciep-01,191120,102721,14
em-ciep-01,191120,102729,12
em-ciep-01,191120,102737,12
em-ciep-01,191120,102745,11
em-ciep-01,191120,102753,11
em-ciep-01,191120,102801,13
em-ciep-01,191120,102809,13
em-ciep-01,191120,102817,10
em-ciep-01,191120,102825,11
em-ciep-01,191120,102832,11
em-ciep-01,191120,102840,10
em-ciep-01,191120,102848,12
em-ciep-01,191120,102856,12
em-ciep-01,191120,102904,11
em-ciep-01,191120,102912,10
em-ciep-01,191120,102920,11
em-ciep-01,191120,102928,11
em-ciep-01,191120,102936,12
em-ciep-01,191120,102944,12
em-ciep-01,191120,102952,11
em-ciep-01,191120,103000,12
em-ciep-01,191120,103008,12
em-ciep-01,191120,103016,11
em-ciep-01,191120,103024,12
em-ciep-01,191120,103032,10
em-ciep-01,191120,103040,10
em-ciep-01,191120,103048,9
em-ciep-01,191120,103056,9
em-ciep-01,191120,103104,11
em-ciep-01,191120,103113,12
em-ciep-01,191120,103121,11
em-ciep-01,191120,103129,12
em-ciep-01,191120,103137,10
em-ciep-01,191120,103145,10
em-ciep-01,191120,103153,12
em-ciep-01,191120,103201,11
em-ciep-01,191120,103209,11
em-ciep-01,191120,103217,11
em-ciep-01,191120,103225,12
em-ciep-01,191120,103233,12
em-ciep-01,191120,103241,12
em-ciep-01,191120,103249,11
em-ciep-01,191120,103257,11
em-ciep-01,191120,103305,12
em-ciep-01,191120,103313,11
em-ciep-01,191120,103321,13
em-ciep-01,191120,103329,12
em-ciep-01,191120,103337,11
em-ciep-01,191120,103345,12
em-ciep-01,191120,103353,13
em-ciep-01,191120,103401,14
em-ciep-01,191120,103409,14
em-ciep-01,191120,103417,15
em-ciep-01,191120,103425,14
em-ciep-01,191120,103433,12
em-ciep-01,191120,103441,13
em-ciep-01,191120,103449,13
em-ciep-01,191120,103457,13
em-ciep-01,191120,103505,13
em-ciep-01,191120,103513,13
em-ciep-01,191120,103521,13
em-ciep-01,191120,103529,12
em-ciep-01,191120,103537,12
em-ciep-01,191120,103545,11
em-ciep-01,191120,103553,12
em-ciep-01,191120,103601,12
em-ciep-01,191120,103609,12
em-ciep-01,191120,103617,13
em-ciep-01,191120,103625,11
em-ciep-01,191120,103633,13
em-ciep-01,191120,103641,13
em-ciep-01,191120,103649,13
em-ciep-01,191120,103657,13
em-ciep-01,191120,103705,11
em-ciep-01,191120,103713,11
em-ciep-01,191120,103721,10
em-ciep-01,191120,103729,12
em-ciep-01,191120,103737,11
em-ciep-01,191120,103745,12
em-ciep-01,191120,103753,11
em-ciep-01,191120,103801,11
em-ciep-01,191120,103809,10
em-ciep-01,191120,103817,12
em-ciep-01,191120,103825,11
em-ciep-01,191120,103833,13
em-ciep-01,191120,103841,12
em-ciep-01,191120,103849,12
em-ciep-01,191120,103857,13
em-ciep-01,191120,103905,12
em-ciep-01,191120,103914,14
em-ciep-01,191120,103922,11
em-ciep-01,191120,103930,11
em-ciep-01,191120,103938,12
em-ciep-01,191120,103946,12
em-ciep-01,191120,103954,12
em-ciep-01,191120,104002,11
em-ciep-01,191120,104010,10
em-ciep-01,191120,104018,9
em-ciep-01,191120,104026,10
em-ciep-01,191120,104034,10
em-ciep-01,191120,104042,10
em-ciep-01,191120,104050,10
em-ciep-01,191120,104058,11
em-ciep-01,191120,104106,12
em-ciep-01,191120,104114,12
em-ciep-01,191120,104122,12
em-ciep-01,191120,104130,11
em-ciep-01,191120,104138,11
em-ciep-01,191120,104146,13
em-ciep-01,191120,104153,12
em-ciep-01,191120,104201,13
em-ciep-01,191120,104209,13
em-ciep-01,191120,104217,12
em-ciep-01,191120,104225,11
em-ciep-01,191120,104233,12
em-ciep-01,191120,104241,11
em-ciep-01,191120,104249,11
em-ciep-01,191120,104257,11
em-ciep-01,191120,104305,10
em-ciep-01,191120,104313,11
em-ciep-01,191120,104321,10
em-ciep-01,191120,104329,11
em-ciep-01,191120,104337,10
em-ciep-01,191120,104345,10
em-ciep-01,191120,104353,10
em-ciep-01,191120,104401,9
em-ciep-01,191120,104409,9
em-ciep-01,191120,104417,10
em-ciep-01,191120,104425,10
em-ciep-01,191120,104433,13
em-ciep-01,191120,104441,12
em-ciep-01,191120,104449,12
em-ciep-01,191120,104457,11
em-ciep-01,191120,104505,10
em-ciep-01,191120,104513,11
em-ciep-01,191120,104521,11
em-ciep-01,191120,104529,11
em-ciep-01,191120,104537,11
em-ciep-01,191120,104545,12
em-ciep-01,191120,104553,12
em-ciep-01,191120,104601,11
em-ciep-01,191120,104609,12
em-ciep-01,191120,104617,13
em-ciep-01,191120,104625,13
em-ciep-01,191120,104633,11
em-ciep-01,191120,104641,11
em-ciep-01,191120,104649,10
em-ciep-01,191120,104657,10
em-ciep-01,191120,104705,13
em-ciep-01,191120,104713,12
em-ciep-01,191120,104721,14
em-ciep-01,191120,104729,14
em-ciep-01,191120,104737,13
em-ciep-01,191120,104745,12
em-ciep-01,191120,104753,12
em-ciep-01,191120,104801,9
em-ciep-01,191120,104809,10
em-ciep-01,191120,104817,11
em-ciep-01,191120,104825,10
em-ciep-01,191120,104833,10
em-ciep-01,191120,104841,11
em-ciep-01,191120,104849,10
em-ciep-01,191120,104857,10
em-ciep-01,191120,104905,11
em-ciep-01,191120,104913,10
em-ciep-01,191120,104921,10
em-ciep-01,191120,104929,11
em-ciep-01,191120,104937,10
em-ciep-01,191120,104945,11
em-ciep-01,191120,104953,13
em-ciep-01,191120,105001,12
em-ciep-01,191120,105009,11
em-ciep-01,191120,105017,10
em-ciep-01,191120,105025,10
em-ciep-01,191120,105033,10
em-ciep-01,191120,105041,10
em-ciep-01,191120,105049,9
em-ciep-01,191120,105057,9
em-ciep-01,191120,105105,11
em-ciep-01,191120,105113,10
em-ciep-01,191120,105121,10
em-ciep-01,191120,105129,12
em-ciep-01,191120,105137,12
em-ciep-01,191120,105145,12
em-ciep-01,191120,105153,12
em-ciep-01,191120,105201,10
em-ciep-01,191120,105209,11
em-ciep-01,191120,105217,12
em-ciep-01,191120,105225,11
em-ciep-01,191120,105233,10
em-ciep-01,191120,105241,13
em-ciep-01,191120,105249,13
em-ciep-01,191120,105257,12
em-ciep-01,191120,105305,12
em-ciep-01,191120,105313,11
em-ciep-01,191120,105321,12
em-ciep-01,191120,105329,10
em-ciep-01,191120,105337,11
em-ciep-01,191120,105345,11
em-ciep-01,191120,105353,10
em-ciep-01,191120,105401,10
em-ciep-01,191120,105409,10
em-ciep-01,191120,105417,11
em-ciep-01,191120,105425,10
em-ciep-01,191120,105433,10
em-ciep-01,191120,105441,10
em-ciep-01,191120,105449,10
em-ciep-01,191120,105457,9
em-ciep-01,191120,105505,11
em-ciep-01,191120,105513,12
em-ciep-01,191120,105521,9
em-ciep-01,191120,105529,9
em-ciep-01,191120,105537,9
em-ciep-01,191120,105545,10
em-ciep-01,191120,105553,11
em-ciep-01,191120,105601,11
em-ciep-01,191120,105609,11
em-ciep-01,191120,105617,11
em-ciep-01,191120,105625,9
em-ciep-01,191120,105633,9
em-ciep-01,191120,105641,9
em-ciep-01,191120,105649,9
em-ciep-01,191120,105657,11
em-ciep-01,191120,105705,11
em-ciep-01,191120,105713,12
em-ciep-01,191120,105721,11
em-ciep-01,191120,105729,11
em-ciep-01,191120,105737,11
em-ciep-01,191120,105745,11
em-ciep-01,191120,105753,11
em-ciep-01,191120,105801,11
em-ciep-01,191120,105809,10
em-ciep-01,191120,105817,10
em-ciep-01,191120,105825,10
em-ciep-01,191120,105833,10
em-ciep-01,191120,105841,10
em-ciep-01,191120,105849,10
em-ciep-01,191120,105857,10
em-ciep-01,191120,105905,11
em-ciep-01,191120,105913,10
em-ciep-01,191120,105921,11
em-ciep-01,191120,105929,11
em-ciep-01,191120,105937,10
em-ciep-01,191120,105945,10
em-ciep-01,191120,105953,10
em-ciep-01,191120,110001,11
em-ciep-01,191120,110009,11
em-ciep-01,191120,110017,11
em-ciep-01,191120,110025,12
em-ciep-01,191120,110033,9
em-ciep-01,191120,110041,10
em-ciep-01,191120,110049,10
em-ciep-01,191120,110057,10
em-ciep-01,191120,110105,8
em-ciep-01,191120,110113,8
em-ciep-01,191120,110121,9
em-ciep-01,191120,110129,9
em-ciep-01,191120,110137,9
em-ciep-01,191120,110145,10
em-ciep-01,191120,110153,10
em-ciep-01,191120,110201,9
em-ciep-01,191120,110209,9
em-ciep-01,191120,110217,9
em-ciep-01,191120,110225,10
em-ciep-01,191120,110233,10
em-ciep-01,191120,110241,11
em-ciep-01,191120,110249,11
em-ciep-01,191120,110257,10
em-ciep-01,191120,110305,10
em-ciep-01,191120,110313,10
em-ciep-01,191120,110321,9
em-ciep-01,191120,110329,12
em-ciep-01,191120,110337,12
em-ciep-01,191120,110345,13
em-ciep-01,191120,110353,14
em-ciep-01,191120,110401,14
em-ciep-01,191120,110409,13
em-ciep-01,191120,110417,12
em-ciep-01,191120,110425,13
em-ciep-01,191120,110433,11
em-ciep-01,191120,110441,11
em-ciep-01,191120,110449,11
em-ciep-01,191120,110457,11
em-ciep-01,191120,110505,10
em-ciep-01,191120,110513,9
em-ciep-01,191120,110521,9
em-ciep-01,191120,110529,10
em-ciep-01,191120,110537,9
em-ciep-01,191120,110545,10
em-ciep-01,191120,110553,10
em-ciep-01,191120,110601,10
em-ciep-01,191120,110609,10
em-ciep-01,191120,110617,10
em-ciep-01,191120,110625,9
em-ciep-01,191120,110633,8
em-ciep-01,191120,110641,8
em-ciep-01,191120,110649,8
em-ciep-01,191120,110657,8
em-ciep-01,191120,110705,8
em-ciep-01,191120,110713,8
em-ciep-01,191120,110721,10
em-ciep-01,191120,110729,10
em-ciep-01,191120,110737,10
em-ciep-01,191120,110745,10
em-ciep-01,191120,110753,9
em-ciep-01,191120,110801,9
em-ciep-01,191120,110809,9
em-ciep-01,191120,110817,9
em-ciep-01,191120,110825,10
em-ciep-01,191120,110833,9
em-ciep-01,191120,110841,9
em-ciep-01,191120,110849,11
em-ciep-01,191120,110857,11
em-ciep-01,191120,110905,10
em-ciep-01,191120,110913,10
em-ciep-01,191120,110921,10
em-ciep-01,191120,110929,11
em-ciep-01,191120,110937,11
em-ciep-01,191120,110945,10
em-ciep-01,191120,110953,9
em-ciep-01,191120,111001,10
em-ciep-01,191120,111009,8
em-ciep-01,191120,111017,9
em-ciep-01,191120,111025,10
em-ciep-01,191120,111033,10
em-ciep-01,191120,111041,9
em-ciep-01,191120,111049,9
em-ciep-01,191120,111057,9
em-ciep-01,191120,111105,10
em-ciep-01,191120,111113,9
em-ciep-01,191120,111121,10
em-ciep-01,191120,111129,10
em-ciep-01,191120,111137,9
em-ciep-01,191120,111145,10
em-ciep-01,191120,111153,10
em-ciep-01,191120,111201,11
em-ciep-01,191120,111209,10
em-ciep-01,191120,111217,11
em-ciep-01,191120,111225,11
em-ciep-01,191120,111233,10
em-ciep-01,191120,111241,8
em-ciep-01,191120,111249,8
em-ciep-01,191120,111257,9
em-ciep-01,191120,111305,9
em-ciep-01,191120,111313,9
em-ciep-01,191120,111321,9
em-ciep-01,191120,111329,9
em-ciep-01,191120,111337,9
em-ciep-01,191120,111345,8
em-ciep-01,191120,111353,8
em-ciep-01,191120,111401,11
em-ciep-01,191120,111409,10
em-ciep-01,191120,111417,10
em-ciep-01,191120,111425,10
em-ciep-01,191120,111433,10
em-ciep-01,191120,111441,10
em-ciep-01,191120,111449,10
em-ciep-01,191120,111457,10
em-ciep-01,191120,111505,9
em-ciep-01,191120,111513,9
em-ciep-01,191120,111521,8
em-ciep-01,191120,111529,7
em-ciep-01,191120,111537,9
em-ciep-01,191120,111545,8
em-ciep-01,191120,111553,7
em-ciep-01,191120,111601,8
em-ciep-01,191120,111609,8
em-ciep-01,191120,111617,9
em-ciep-01,191120,111625,9
em-ciep-01,191120,111633,7
em-ciep-01,191120,111641,9
em-ciep-01,191120,111649,8
em-ciep-01,191120,111657,10
em-ciep-01,191120,111705,10
em-ciep-01,191120,111713,10
em-ciep-01,191120,111721,10
em-ciep-01,191120,111729,10
em-ciep-01,191120,111737,9
em-ciep-01,191120,111745,9
em-ciep-01,191120,111753,10
em-ciep-01,191120,111801,10
em-ciep-01,191120,111809,10
em-ciep-01,191120,111817,10
em-ciep-01,191120,111825,8
em-ciep-01,191120,111833,9
em-ciep-01,191120,111841,8
em-ciep-01,191120,111849,8
em-ciep-01,191120,111857,9
em-ciep-01,191120,111905,9
em-ciep-01,191120,111913,10
em-ciep-01,191120,111921,8
em-ciep-01,191120,111929,8
em-ciep-01,191120,111937,7
em-ciep-01,191120,111945,9
em-ciep-01,191120,111953,9
em-ciep-01,191120,112001,12
em-ciep-01,191120,112009,11
em-ciep-01,191120,112017,9
em-ciep-01,191120,112025,8
em-ciep-01,191120,112033,6
em-ciep-01,191120,112041,7
em-ciep-01,191120,112049,7
em-ciep-01,191120,112057,9
em-ciep-01,191120,112105,9
em-ciep-01,191120,112113,8
em-ciep-01,191120,112121,7
em-ciep-01,191120,112129,7
em-ciep-01,191120,112137,7
em-ciep-01,191120,112145,8
em-ciep-01,191120,112153,8
em-ciep-01,191120,112201,11
em-ciep-01,191120,112209,10
em-ciep-01,191120,112217,9
em-ciep-01,191120,112225,6
em-ciep-01,191120,112233,7
em-ciep-01,191120,112241,7
em-ciep-01,191120,112249,8
em-ciep-01,191120,112257,7
em-ciep-01,191120,112305,7
em-ciep-01,191120,112313,8
em-ciep-01,191120,112321,8
em-ciep-01,191120,112329,7
em-ciep-01,191120,112337,7
em-ciep-01,191120,112345,7
em-ciep-01,191120,112353,7
em-ciep-01,191120,112401,7
em-ciep-01,191120,112409,7
em-ciep-01,191120,112417,7
em-ciep-01,191120,112425,8
em-ciep-01,191120,112433,10
em-ciep-01,191120,112441,8
em-ciep-01,191120,112449,9
em-ciep-01,191120,112457,8
em-ciep-01,191120,112505,8
em-ciep-01,191120,112513,10
em-ciep-01,191120,112521,9
em-ciep-01,191120,112529,9
em-ciep-01,191120,112537,9
em-ciep-01,191120,112545,9
em-ciep-01,191120,112553,8
em-ciep-01,191120,112601,9
em-ciep-01,191120,112609,8
em-ciep-01,191120,112617,9
em-ciep-01,191120,112625,9
em-ciep-01,191120,112633,10
em-ciep-01,191120,112641,10
em-ciep-01,191120,112649,9
em-ciep-01,191120,112657,9
em-ciep-01,191120,112705,10
em-ciep-01,191120,112713,10
em-ciep-01,191120,112721,9
em-ciep-01,191120,112729,7
em-ciep-01,191120,112737,8
em-ciep-01,191120,112745,9
em-ciep-01,191120,112753,8
em-ciep-01,191120,112801,11
em-ciep-01,191120,112809,10
em-ciep-01,191120,112817,10
em-ciep-01,191120,112825,10
em-ciep-01,191120,112833,10
em-ciep-01,191120,112841,9
