s_codigo_cf,fecha,hora,reg_val
node_nn,191120,25323,0
node_nn,191120,25315,0
node_nn,191120,25259,0
node_nn,191120,25235,0
node_nn,191120,25203,0
node_nn,191120,25123,0
node_nn,191120,25035,0
node_nn,191120,24939,0
node_nn,191120,24835,0
node_nn,191120,24723,0
node_nn,191120,24603,0
node_nn,191120,24435,0
node_nn,191120,24259,0
node_nn,191120,24115,0
node_nn,191120,23923,0
node_nn,191120,23723,0
node_nn,191120,23515,0
node_nn,191120,23259,0
node_nn,191120,23035,0
node_nn,191120,22803,0
node_nn,191120,25334,0
node_nn,191120,25326,0
node_nn,191120,25310,0
node_nn,191120,25246,0
node_nn,191120,25214,0
node_nn,191120,25134,0
node_nn,191120,25046,0
node_nn,191120,24950,0
node_nn,191120,24846,0
node_nn,191120,24734,0
node_nn,191120,24614,0
node_nn,191120,24446,0
node_nn,191120,24310,0
node_nn,191120,24126,0
node_nn,191120,23934,0
node_nn,191120,23734,0
node_nn,191120,23526,0
node_nn,191120,23310,0
node_nn,191120,23046,0
node_nn,191120,22814,0
