s_codigo_cf,fecha,hora,reg_val
em-ciep-01,191120,34156,1
em-ciep-01,191120,34204,1
em-ciep-01,191120,34212,2
em-ciep-01,191120,34220,0
em-ciep-01,191120,34228,2
em-ciep-01,191120,34236,2
em-ciep-01,191120,34244,2
em-ciep-01,191120,34252,2
em-ciep-01,191120,34300,2
em-ciep-01,191120,34308,2
em-ciep-01,191120,34316,1
em-ciep-01,191120,34324,1
em-ciep-01,191120,34332,2
em-ciep-01,191120,34340,2
em-ciep-01,191120,34348,2
em-ciep-01,191120,34356,2
em-ciep-01,191120,34404,2
em-ciep-01,191120,34412,1
em-ciep-01,191120,34420,1
em-ciep-01,191120,34428,1
em-ciep-01,191120,34436,1
em-ciep-01,191120,34444,2
em-ciep-01,191120,34452,0
em-ciep-01,191120,34500,0
em-ciep-01,191120,34508,0
em-ciep-01,191120,34516,1
em-ciep-01,191120,34524,1
em-ciep-01,191120,34532,1
em-ciep-01,191120,34540,1
em-ciep-01,191120,34548,2
em-ciep-01,191120,34556,0
em-ciep-01,191120,34604,1
em-ciep-01,191120,34612,0
em-ciep-01,191120,34620,1
em-ciep-01,191120,34628,1
em-ciep-01,191120,34636,1
em-ciep-01,191120,34644,1
em-ciep-01,191120,34652,1
em-ciep-01,191120,34700,1
em-ciep-01,191120,34708,1
em-ciep-01,191120,34716,1
em-ciep-01,191120,34724,0
em-ciep-01,191120,34732,1
em-ciep-01,191120,34740,0
em-ciep-01,191120,34748,1
em-ciep-01,191120,34756,1
em-ciep-01,191120,34804,1
em-ciep-01,191120,34812,1
em-ciep-01,191120,34820,1
em-ciep-01,191120,34828,1
em-ciep-01,191120,34836,1
em-ciep-01,191120,34844,0
em-ciep-01,191120,34852,1
em-ciep-01,191120,34900,1
em-ciep-01,191120,34908,1
em-ciep-01,191120,34916,1
em-ciep-01,191120,34924,1
em-ciep-01,191120,34932,1
em-ciep-01,191120,34940,1
em-ciep-01,191120,34948,0
em-ciep-01,191120,34956,0
em-ciep-01,191120,35004,2
em-ciep-01,191120,35012,3
em-ciep-01,191120,35020,1
em-ciep-01,191120,35028,0
em-ciep-01,191120,35036,1
em-ciep-01,191120,35044,0
em-ciep-01,191120,35052,0
em-ciep-01,191120,35100,1
em-ciep-01,191120,35108,1
em-ciep-01,191120,35116,2
em-ciep-01,191120,35124,2
em-ciep-01,191120,35132,2
em-ciep-01,191120,35140,1
em-ciep-01,191120,35148,0
em-ciep-01,191120,35156,1
em-ciep-01,191120,35204,1
em-ciep-01,191120,35212,0
em-ciep-01,191120,35220,1
em-ciep-01,191120,35228,1
em-ciep-01,191120,35236,1
em-ciep-01,191120,35244,1
em-ciep-01,191120,35252,1
em-ciep-01,191120,35300,2
em-ciep-01,191120,35308,2
em-ciep-01,191120,35316,2
em-ciep-01,191120,35324,2
em-ciep-01,191120,35332,2
em-ciep-01,191120,35340,1
em-ciep-01,191120,35348,1
em-ciep-01,191120,35356,1
em-ciep-01,191120,35404,1
em-ciep-01,191120,35412,2
em-ciep-01,191120,35420,1
em-ciep-01,191120,35428,1
em-ciep-01,191120,35436,1
em-ciep-01,191120,35444,0
em-ciep-01,191120,35452,2
em-ciep-01,191120,35500,2
em-ciep-01,191120,35508,2
em-ciep-01,191120,35516,1
em-ciep-01,191120,35524,1
