id,type,time,count,data,sht_t,sht_h,dht_t,dht_h,psm_t,psm_h
em-ciep-01,data,9188751,1139,"[11, 12, 10, 12, 12, 12, 11, 12, 12, 11, 11, 10, 10, 11, 12, 12, 12, 12, 11, 11]",25.2684,49.24508,0.0,0.0,261,380.5
