s_codigo_cf,fecha,hora,reg_val,time_s
em-ciep-01,191120,131752,3,13:17:52
em-ciep-01,191120,131800,3,13:18:00
em-ciep-01,191120,131808,2,13:18:08
em-ciep-01,191120,131816,3,13:18:16
em-ciep-01,191120,131824,3,13:18:24
em-ciep-01,191120,131832,3,13:18:32
em-ciep-01,191120,131840,3,13:18:40
em-ciep-01,191120,131848,2,13:18:48
em-ciep-01,191120,131856,2,13:18:56
em-ciep-01,191120,131904,2,13:19:04
em-ciep-01,191120,131913,3,13:19:13
em-ciep-01,191120,131921,3,13:19:21
em-ciep-01,191120,131929,2,13:19:29
em-ciep-01,191120,131937,2,13:19:37
em-ciep-01,191120,131945,3,13:19:45
em-ciep-01,191120,131953,2,13:19:53
em-ciep-01,191120,132001,2,13:20:01
em-ciep-01,191120,132009,2,13:20:09
em-ciep-01,191120,132017,2,13:20:17
em-ciep-01,191120,132025,1,13:20:25
em-ciep-01,191120,132033,2,13:20:33
em-ciep-01,191120,132041,1,13:20:41
em-ciep-01,191120,132049,2,13:20:49
em-ciep-01,191120,132057,2,13:20:57
em-ciep-01,191120,132105,3,13:21:05
em-ciep-01,191120,132113,3,13:21:13
em-ciep-01,191120,132121,3,13:21:21
em-ciep-01,191120,132129,3,13:21:29
em-ciep-01,191120,132137,3,13:21:37
em-ciep-01,191120,132145,3,13:21:45
em-ciep-01,191120,132152,2,13:21:52
em-ciep-01,191120,132200,3,13:22:00
em-ciep-01,191120,132208,2,13:22:08
em-ciep-01,191120,132216,2,13:22:16
em-ciep-01,191120,132224,2,13:22:24
em-ciep-01,191120,132232,2,13:22:32
em-ciep-01,191120,132240,2,13:22:40
em-ciep-01,191120,132248,1,13:22:48
em-ciep-01,191120,132256,1,13:22:56
em-ciep-01,191120,132304,2,13:23:04
em-ciep-01,191120,132312,2,13:23:12
em-ciep-01,191120,132320,2,13:23:20
em-ciep-01,191120,132328,2,13:23:28
em-ciep-01,191120,132336,2,13:23:36
em-ciep-01,191120,132344,2,13:23:44
em-ciep-01,191120,132352,2,13:23:52
em-ciep-01,191120,132400,1,13:24:00
em-ciep-01,191120,132408,1,13:24:08
em-ciep-01,191120,132416,2,13:24:16
em-ciep-01,191120,132424,2,13:24:24
