s_codigo_cf,fecha,hora,reg_val,time_s
em-ciep-01,191120,183801,0,18:38:01
em-ciep-01,191120,183809,0,18:38:09
em-ciep-01,191120,183817,0,18:38:17
em-ciep-01,191120,183825,0,18:38:25
em-ciep-01,191120,183833,0,18:38:33
em-ciep-01,191120,183841,0,18:38:41
em-ciep-01,191120,183849,0,18:38:49
em-ciep-01,191120,183857,0,18:38:57
em-ciep-01,191120,183905,0,18:39:05
em-ciep-01,191120,183913,0,18:39:13
em-ciep-01,191120,183921,0,18:39:21
em-ciep-01,191120,183929,0,18:39:29
em-ciep-01,191120,183937,0,18:39:37
em-ciep-01,191120,183945,0,18:39:45
em-ciep-01,191120,183953,0,18:39:53
em-ciep-01,191120,184001,0,18:40:01
em-ciep-01,191120,184009,0,18:40:09
em-ciep-01,191120,184017,0,18:40:17
em-ciep-01,191120,184025,0,18:40:25
em-ciep-01,191120,184033,0,18:40:33
em-ciep-01,191120,184041,0,18:40:41
em-ciep-01,191120,184049,0,18:40:49
em-ciep-01,191120,184057,0,18:40:57
em-ciep-01,191120,184105,0,18:41:05
em-ciep-01,191120,184113,0,18:41:13
em-ciep-01,191120,184121,0,18:41:21
em-ciep-01,191120,184129,0,18:41:29
em-ciep-01,191120,184137,0,18:41:37
em-ciep-01,191120,184145,0,18:41:45
em-ciep-01,191120,184153,0,18:41:53
em-ciep-01,191120,184201,1,18:42:01
em-ciep-01,191120,184209,0,18:42:09
em-ciep-01,191120,184217,0,18:42:17
em-ciep-01,191120,184225,0,18:42:25
em-ciep-01,191120,184233,0,18:42:33
em-ciep-01,191120,184241,0,18:42:41
em-ciep-01,191120,184249,0,18:42:49
em-ciep-01,191120,184257,0,18:42:57
em-ciep-01,191120,184305,0,18:43:05
em-ciep-01,191120,184313,0,18:43:13
em-ciep-01,191120,184321,0,18:43:21
em-ciep-01,191120,184329,0,18:43:29
em-ciep-01,191120,184337,0,18:43:37
em-ciep-01,191120,184345,0,18:43:45
em-ciep-01,191120,184353,0,18:43:53
em-ciep-01,191120,184401,0,18:44:01
em-ciep-01,191120,184409,0,18:44:09
em-ciep-01,191120,184417,1,18:44:17
em-ciep-01,191120,184425,0,18:44:25
em-ciep-01,191120,184433,1,18:44:33
em-ciep-01,191120,184441,0,18:44:41
em-ciep-01,191120,184449,0,18:44:49
em-ciep-01,191120,184457,0,18:44:57
em-ciep-01,191120,184505,0,18:45:05
em-ciep-01,191120,184513,0,18:45:13
em-ciep-01,191120,184521,0,18:45:21
em-ciep-01,191120,184529,0,18:45:29
em-ciep-01,191120,184537,0,18:45:37
em-ciep-01,191120,184545,0,18:45:45
em-ciep-01,191120,184553,0,18:45:53
em-ciep-01,191120,184601,0,18:46:01
em-ciep-01,191120,184609,0,18:46:09
em-ciep-01,191120,184617,0,18:46:17
em-ciep-01,191120,184625,0,18:46:25
em-ciep-01,191120,184633,0,18:46:33
em-ciep-01,191120,184641,1,18:46:41
em-ciep-01,191120,184649,1,18:46:49
em-ciep-01,191120,184657,1,18:46:57
em-ciep-01,191120,184705,1,18:47:05
em-ciep-01,191120,184713,0,18:47:13
em-ciep-01,191120,184721,1,18:47:21
em-ciep-01,191120,184729,0,18:47:29
em-ciep-01,191120,184737,0,18:47:37
em-ciep-01,191120,184745,1,18:47:45
em-ciep-01,191120,184753,1,18:47:53
em-ciep-01,191120,184801,0,18:48:01
em-ciep-01,191120,184809,0,18:48:09
em-ciep-01,191120,184817,0,18:48:17
em-ciep-01,191120,184825,1,18:48:25
em-ciep-01,191120,184833,1,18:48:33
em-ciep-01,191120,184841,0,18:48:41
em-ciep-01,191120,184849,1,18:48:49
em-ciep-01,191120,184857,0,18:48:57
em-ciep-01,191120,184905,1,18:49:05
em-ciep-01,191120,184913,1,18:49:13
em-ciep-01,191120,184921,1,18:49:21
em-ciep-01,191120,184929,0,18:49:29
em-ciep-01,191120,184937,0,18:49:37
em-ciep-01,191120,184945,0,18:49:45
em-ciep-01,191120,184953,0,18:49:53
em-ciep-01,191120,185001,0,18:50:01
em-ciep-01,191120,185009,0,18:50:09
em-ciep-01,191120,185017,0,18:50:17
em-ciep-01,191120,185025,0,18:50:25
em-ciep-01,191120,185033,0,18:50:33
em-ciep-01,191120,185041,0,18:50:41
em-ciep-01,191120,185049,0,18:50:49
em-ciep-01,191120,185057,0,18:50:57
em-ciep-01,191120,185105,0,18:51:05
em-ciep-01,191120,185113,0,18:51:13
em-ciep-01,191120,185121,0,18:51:21
em-ciep-01,191120,185129,0,18:51:29
em-ciep-01,191120,185137,0,18:51:37
em-ciep-01,191120,185145,0,18:51:45
